PMID,DOI,model,endocrine,download,Pub Yr,Title,LinkPMID,Tiab
21925528,10.1016/j.taap.2011.08.025,4,0,0,2011,Identifying developmental toxicity pathways for a subset of ToxCast chemicals using human embryonic stem cells and metabolomics.,21925528,"Identifying developmental toxicity pathways for a subset of ToxCast chemicals using human embryonic stem cells and metabolomics.   Abstract:  Metabolomics analysis was performed on the supernatant of human embryonic stem (hES) cell cultures exposed to a blinded subset of 11 chemicals selected from the chemical library of EPA's ToxCast» chemical screening and prioritization research project. Metabolites from hES cultures were evaluated for known and novel signatures that may be indicative of developmental toxicity. Significant fold changes in endogenous metabolites were detected for 83 putatively annotated mass features in response to the subset of ToxCast chemicals. The annotations were mapped to specific human metabolic pathways. This revealed strong effects on pathways for nicotinate and nicotinamide metabolism, pantothenate and CoA biosynthesis, glutathione metabolism, and arginine and proline metabolism pathways. Predictivity for adverse outcomes in mammalian prenatal developmental toxicity studies used ToxRefDB and other sources of information, including Stemina Biomarker Discovery's predictive DevTox¬ model trained on 23 pharmaceutical agents of known developmental toxicity and differing potency. The model initially predicted developmental toxicity from the blinded ToxCast compounds in concordance with animal data with 73% accuracy. Retraining the model with data from the unblinded test compounds at one concentration level increased the predictive accuracy for the remaining concentrations to 83%. These preliminary results on a 11-chemical subset of the ToxCast chemical library indicate that metabolomics analysis of the hES secretome provides information valuable for predictive modeling and mechanistic understanding of mammalian developmental toxicity."
21932434,10.1002/bdrc.20214,5,0,0,2011,Zebrafish: as an integrative model for twenty-first century toxicity testing.,21932434,"Zebrafish: as an integrative model for twenty-first century toxicity testing.   Abstract:  The zebrafish embryo is a useful small model for investigating vertebrate development because of its transparency, low cost, transgenic and morpholino capabilities, conservation of cell signaling, and concordance with mammalian developmental phenotypes. From these advantages, the zebrafish embryo has been considered as an alternative model for traditional in vivo developmental toxicity screening. The use of this organism in conjunction with traditional in vivo developmental toxicity testing has the potential to reduce cost and increase throughput of testing the chemical universe, prioritize chemicals for targeted toxicity testing, generate predictive models of developmental toxicants, and elucidate mechanisms and adverse outcome pathways for abnormal development. This review gives an overview of the zebrafish embryo for pre dictive toxicology and 21st century toxicity testing. Developmental eye defects were selected as an example to evaluate data from the U.S. Environmental Protection Agency's ToxCast program comparing responses in zebrafish embryos with those from pregnant rats and rabbits for a subset of 24 environmental chemicals across &gt;600 in vitro assay targets. Cross-species comparisons implied a common basis for biological pathways associated with neuronal defects, extracellular matrix remodeling, and mitotic arrest."
21948869,10.1093/toxsci/kfr254,1,0,0,2012,"Integration of dosimetry, exposure, and high-throughput screening data in chemical toxicity assessment.",21948869,"Integration of dosimetry, exposure, and high-throughput screening data in chemical toxicity assessment.   Abstract:  High-throughput in vitro toxicity screening can provide an efficient way to identify potential biological targets for chemicals. However, relying on nominal assay concentrations may misrepresent potential in vivo effects of these chemicals due to differences in bioavailability, clearance, and exposure. Hepatic metabolic clearance and plasma protein binding were experimentally measured for 239 ToxCast Phase I chemicals. The experimental data were used in a population-based in vitro-to-in vivo extrapolation model to estimate the daily human oral dose, called the oral equivalent dose, necessary to produce steady-state in vivo blood concentrations equivalent to in vitro AC(50) (concentration at 50% of maximum activity) or lowest effective concentration values across more than 500 in vitro assays. The estimated steady-state oral equivalent doses associated with the in vitro assays were compared with chronic aggregate human oral exposure estimates to assess whether in vitro bioactivity would be expected at the dose-equivalent level of human exposure. A total of 18 (9.9%) chemicals for which human oral exposure estimates were available had oral equivalent doses at levels equal to or less than the highest estimated U.S. population exposures. Ranking the chemicals by nominal assay concentrations would have resulted in different chemicals being prioritized. The in vitro assay endpoints with oral equivalent doses lower than the human exposure estimates included cell growth kinetics, cytokine and cytochrome P450 expression, and cytochrome P450 inhibition. The incorporation of dosimetry and exposure provide necessary context for interpretation of in vitro toxicity screening data and are important considerations in determining chemical testing priorities."
21993955,10.14573/altex.2011.3.175,0,0,0,2011,Can case study approaches speed implementation of the NRC report: &quot;toxicity testing in the 21st century: a vision and a strategy?&quot;.,21993955,"Can case study approaches speed implementation of the NRC report: &quot;toxicity testing in the 21st century: a vision and a strategy?&quot;.   Abstract:  The 2007 report &quot;Toxicity Testing in the 21st Century: A Vision and a Strategy&quot; argued for a change in toxicity testing for environmental agents and discussed federal funding mechanisms that could be used to support this transformation within the USA. The new approach would test for in vitro perturbations of toxicity pathways using human cells with high-throughput testing platforms. The NRC report proposed a deliberate timeline, spanning about 20 years, to implement a wholesale replacement of current in-life toxicity test approaches focused on apical responses with in vitro assays. One approach to accelerating implementation is to focus on well-studied prototype compounds with known toxicity pathway targets. Through a series of carefully executed case studies with four or five pathway prototypes, the various steps required for implementation of an in vitro toxicity pathway approach to risk assessment could be developed and refined. In this article, we discuss alternative approaches for implementation and also outline advantages of a case study approach and the manner in which the case studies could be pursued using current methodologies. A case study approach would be complementary to recently proposed efforts to map the human toxome, while representing a significant extension toward more formal risk assessment compared to the profiling and prioritization approaches inherent in programs such as the EPA's ToxCast effort."
22089525,10.1007/s00204-011-0768-0,3,0,0,2012,Screening of chemicals for human bioaccumulative potential with a physiologically based toxicokinetic model.,22089525,"Screening of chemicals for human bioaccumulative potential with a physiologically based toxicokinetic model.   Abstract:  Human bioaccumulative potential is an important element in the risk assessment of chemicals. Due to the high number of synthetic chemicals, there exists the need to develop prioritisation strategies. The purpose of this study was to develop a predictive tool for human bioaccumulation risk assessment that incorporates not only the chemical properties of the compounds, but also the processes that tend to decrease the concentration of the compound such as metabolisation. We used a generic physiologically based toxicokinetic model that based on in vitro human liver metabolism data, minimal renal excretion and a constant exposure was able to assess the bioaccumulative potential of a chemical. The approach has been analysed using literature data on well-known bioaccumulative compounds and liver metabolism data from the ECVAM database and a subset of the ToxCast phase I chemical library-in total 94 compounds covering pharmaceuticals, plant protection products and industrial chemicals. Our results provide further evidence that partitioning properties do not allow for a reliable screening criteria for human chemical hazard. Our model, based on a 100% intestinal absorption assumption, suggests that metabolic clearance, plasma protein-binding properties and renal excretion are the main factors in determining whether bioaccumulation will occur and its amount. It is essential that in vitro metabolic clearance tests with metabolic competent cell lines as well as plasma protein-binding assays be performed for suspected bioaccumulative compounds."
22104386,10.1016/j.scitotenv.2011.10.046,0,0,0,2012,The exposure data landscape for manufactured chemicals.,22104386,"The exposure data landscape for manufactured chemicals.   Abstract:  The U.S. Environmental Protection Agency is developing chemical screening and prioritization programs to evaluate environmental chemicals for potential risk to human health in a rapid and efficient manner. As part of these efforts, it is important to catalog available information on chemical toxicity and exposure from widely dispersed sources. The main objective of this analysis is to define important aspects of the exposure space and to catalog the available exposure information for chemicals being considered for analysis as part of the U.S. EPA ToxCast» screening and prioritization program. Publicly available exposure data have been extracted into ACToR (Aggregated Computational Toxicology Resource), which combines information for hundreds of thousands of chemicals from &gt;600 public sources. We use data from ACToR to assess the exposure data landscape for environmental chemicals. Of the roughly 100,000 chemicals that have at least limited toxicity information available, less than one-fifth also have exposure information - and for most of these the information is of limited utility (e.g., production volume). Readily accessible data on concentrations in exposure-related media are only available for a much smaller fraction. Among these, the largest number of chemicals is measured in water with over 1150 unique compounds, followed by 788 substances measured in soil, and 670 in air. These small numbers clearly reflect a focus of resources on those substances previously identified as possibly posing a hazard to human health. Exposure to a much broader number of chemicals will need to be measured in order to fully realize the envisioned goal of using exposure information to guide toxicity testing."
22182468,10.1016/j.reprotox.2011.10.018,2,0,0,2012,Zebrafish developmental screening of the ToxCast» Phase I chemical library.,22182468,"Zebrafish developmental screening of the ToxCast» Phase I chemical library.   Abstract:  Zebrafish (Danio rerio) is an emerging toxicity screening model for both human health and ecology. As part of the Computational Toxicology Research Program of the U.S. EPA, the toxicity of the 309 ToxCast» Phase I chemicals was assessed using a zebrafish screen for developmental toxicity. All exposures were by immersion from 6-8 h post fertilization (hpf) to 5 days post fertilization (dpf); nominal concentration range of 1 nM-80 _M. On 6 dpf larvae were assessed for death and overt structural defects. Results revealed that the majority (62%) of chemicals were toxic to the developing zebrafish; both toxicity incidence and potency was correlated with chemical class and hydrophobicity (logP); and inter-and intra-plate replicates showed good agreement. The zebrafish embryo screen, by providing an integrated model of the developing vertebrate, compliments the ToxCast assay portfolio and has the potential to provide information relative to overt and organismal toxicity."
22239076,Ê10.3109/19396368.2011.652288,9,0,0,2012,Economic benefits of using adaptive predictive models of reproductive toxicity in the context of a tiered testing program.,22239076,"Economic benefits of using adaptive predictive models of reproductive toxicity in the context of a tiered testing program.   Abstract:  A predictive model of reproductive toxicity, as observed in rat multigeneration reproductive (MGR) studies, was previously developed using high throughput screening (HTS) data from 36 in vitro assays mapped to 8 genes or gene-sets from Phase I of USEPA ToxCast research program, the proof-of-concept phase in which 309 toxicologically well characterized chemicals were testing in over 500 HTS assays. The model predicted the effects on male and female reproductive function with a balanced accuracy of 80%. In a theoretical examination of the potential impact of the model, two case studies were derived representing different tiered testing scenarios to: 1) screen-out chemicals with low predicted probability of effect; and 2) screen-in chemicals with a high probability of causing adverse reproductive effects. We define 'testing cost efficiency' as the total cost divided by the number of positive chemicals expected in the definitive guideline toxicity study. This would approach $2.11 M under the current practice. Under case study 1, 22% of the chemicals were screened-out due to low predicted probability of adverse reproductive effect and a misclassification rate of 12%, yielding a test cost efficiency of $1.87 M. Under case study 2, 13% of chemicals were screened-in yielding a testing cost efficiency of $1.13 M per test-positive chemical. Applying the model would also double the total number of positives identified. It should be noted that the intention of the case studies is not to provide a definitive mechanism for screening-in or screening-out chemicals or account for the indirect costs of misclassification. The case studies demonstrate the customizability of the model as a tool in chemical testing decision-making. The predictive model of reproductive toxicity will continue to evolve as new assays become available to fill recognized biological gaps and will be combined with other predictive models, particularly models of developmental toxicity, to form an initial tier to an overarching integrated testing strategy."
22296744,10.1289/ehp.1104597,0,0,0,2012,Role of environmental chemicals in diabetes and obesity: a National Toxicology Program workshop review.,22296744,"Role of environmental chemicals in diabetes and obesity: a National Toxicology Program workshop review.   Abstract:  BACKGROUND: There has been increasing interest in the concept that exposures to environmental chemicals may be contributing factors to the epidemics of diabetes and obesity. On 11-13 January 2011, the National Institute of Environmental Health Sciences (NIEHS) Division of the National Toxicology Program (NTP) organized a workshop to evaluate the current state of the science on these topics of increasing public health concern. OBJECTIVE: The main objective of the workshop was to develop recommendations for a research agenda after completing a critical analysis of the literature for humans and experimental animals exposed to certain environmental chemicals. The environmental exposures considered at the workshop were arsenic, persistent organic pollutants, maternal smoking/nicotine, organotins, phthalates, bisphenol A, and pesticides. High-throughput screening data from Toxicology in the 21st Century (Tox21) were also considered as a way to evaluate potential cellular pathways and generate -hypotheses for testing which and how certain chemicals might perturb biological processes related to diabetes and obesity. CONCLUSIONS: Overall, the review of the existing literature identified linkages between several of the environmental exposures and type 2 diabetes. There was also support for the &quot;developmental obesogen&quot; hypothesis, which suggests that chemical exposures may increase the risk of obesity by altering the differentiation of adipocytes or the development of neural circuits that regulate feeding behavior. The effects may be most apparent when the developmental exposure is combined with consumption of a high-calorie, high-carbohydrate, or high-fat diet later in life. Research on environmental chemical exposures and type 1 diabetes was very limited. This lack of research was considered a critical data gap. In this workshop review, we outline the major themes that emerged from the workshop and discuss activities that NIEHS/NTP is undertaking to address research recommendations. This review also serves as an introduction to an upcoming series of articles that review the literature regarding specific exposures and outcomes in more detail."
22519603,10.1021/tx3000939,1,0,0,2012,Update on EPA's ToxCast program: providing high throughput decision support tools for chemical risk management.,22519603,"Update on EPA's ToxCast program: providing high throughput decision support tools for chemical risk management.   Abstract:  The field of toxicology is on the cusp of a major transformation in how the safety and hazard of chemicals are evaluated for potential effects on human health and the environment. Brought on by the recognition of the limitations of the current paradigm in terms of cost, time, and throughput, combined with the ever increasing power of modern biological tools to probe mechanisms of chemical-biological interactions at finer and finer resolutions, 21st century toxicology is rapidly taking shape. A key element of the new approach is a focus on the molecular and cellular pathways that are the targets of chemical interactions. By understanding toxicity in this manner, we begin to learn how chemicals cause toxicity, as opposed to merely what diseases or health effects they might cause. This deeper understanding leads to increasing confidence in identifying which populations might be at risk, significant susceptibility factors, and key influences on the shape of the dose-response curve. The U. S. Environmental Protection Agency (EPA) initiated the ToxCast, or &quot;toxicity forecaster&quot;, program 5 years ago to gain understanding of the strengths and limitations of the new approach by starting to test relatively large numbers (hundreds) of chemicals against an equally large number of biological assays. Using computational approaches, the EPA is building decision support tools based on ToxCast in vitro screening results to help prioritize chemicals for further investigation, as well as developing predictive models for a number of health outcomes. This perspective provides a summary of the initial, proof of concept, Phase I of ToxCast that has laid the groundwork for the next phases and future directions of the program."
22528508,10.1208/s12248-012-9358-1,5,0,0,2012,Paradigm shift in toxicity testing and modeling.,22528508,"Paradigm shift in toxicity testing and modeling.   Abstract:  The limitations of traditional toxicity testing characterized by high-cost animal models with low-throughput readouts, inconsistent responses, ethical issues, and extrapolability to humans call for alternative strategies for chemical risk assessment. A new strategy using in vitro human cell-based assays has been designed to identify key toxicity pathways and molecular mechanisms leading to the prediction of an in vivo response. The emergence of quantitative high-throughput screening (qHTS) technology has proved to be an efficient way to decompose complex toxicological end points to specific pathways of targeted organs. In addition, qHTS has made a significant impact on computational toxicology in two aspects. First, the ease of mechanism of action identification brought about by in vitro assays has enhanced the simplicity and effectiveness of machine learning, and second, the high-throughput nature and high reproducibility of qHTS have greatly improved the data quality and increased the quantity of training datasets available for predictive model construction. In this review, the benefits of qHTS routinely used in the US Tox21 program will be highlighted. Quantitative structure-activity relationships models built on traditional in vivo data and new qHTS data will be compared and analyzed. In conjunction with the transition from the pilot phase to the production phase of the Tox21 program, more qHTS data will be made available that will enrich the data pool for predictive toxicology. It is perceivable that new in silico toxicity models based on high-quality qHTS data will achieve unprecedented reliability and robustness, thus becoming a valuable tool for risk assessment and drug discovery."
22541598,10.1186/2041-1480-3-S1-S7,5,0,0,2012,OpenTox predictive toxicology framework: toxicological ontology and semantic media wiki-based OpenToxipedia.,22541598,"OpenTox predictive toxicology framework: toxicological ontology and semantic media wiki-based OpenToxipedia.   Abstract:  BACKGROUND: The OpenTox Framework, developed by the partners in the OpenTox project (http://www.opentox.org), aims at providing a unified access to toxicity data, predictive models and validation procedures. Interoperability of resources is achieved using a common information model, based on the OpenTox ontologies, describing predictive algorithms, models and toxicity data. As toxicological data may come from different, heterogeneous sources, a deployed ontology, unifying the terminology and the resources, is critical for the rational and reliable organization of the data, and its automatic processing. RESULTS: The following related ontologies have been developed for OpenTox: a) Toxicological ontology - listing the toxicological endpoints; b) Organs system and Effects ontology - addressing organs, targets/examinations and effects observed in in vivo studies; c) ToxML ontology - representing semi-automatic conversion of the ToxML schema; d) OpenTox ontology- representation of OpenTox framework components: chemical compounds, datasets, types of algorithms, models and validation web services; e) ToxLink-ToxCast assays ontology and f) OpenToxipedia community knowledge resource on toxicology terminology.OpenTox components are made available through standardized REST web services, where every compound, data set, and predictive method has a unique resolvable address (URI), used to retrieve its Resource Description Framework (RDF) representation, or to initiate the associated calculations and generate new RDF-based resources.The services support the integration of toxicity and chemical data from various sources, the generation and validation of computer models for toxic effects, seamless integration of new algorithms and scientifically sound validation routines and provide a flexible framework, which allows building arbitrary number of applications, tailored to solving different problems by end users (e.g. toxicologists). BACKGROUND: The OpenTox toxicological ontology projects may be accessed via the OpenTox ontology development page http://www.opentox.org/dev/ontology; the OpenTox ontology is available as OWL at http://opentox.org/api/1 1/opentox.owl, the ToxML - OWL conversion utility is an open source resource available at http://ambit.svn.sourceforge.net/viewvc/ambit/branches/toxml-utils/"
22543276,10.1093/toxsci/kfs159,2,0,0,2012,A comprehensive statistical analysis of predicting in vivo hazard using high-throughput in vitro screening.,22543276,"A comprehensive statistical analysis of predicting in vivo hazard using high-throughput in vitro screening.   Abstract:  Over the past 5 years, increased attention has been focused on using high-throughput in vitro screening for identifying chemical hazards and prioritizing chemicals for additional in vivo testing. The U.S. Environmental Protection Agency's ToxCast program has generated a significant amount of high-throughput screening data allowing a broad-based assessment of the utility of these assays for predicting in vivo responses. In this study, a comprehensive cross-validation model comparison was performed to evaluate the predictive performance of the more than 600 in vitro assays from the ToxCast phase I screening effort across 60 in vivo endpoints using 84 different statistical classification methods. The predictive performance of the in vitro assays was compared and combined with that from chemical structure descriptors. With the exception of chronic in vivo cholinesterase inhibition, the overall predictive power of both the in vitro assays and the chemical descriptors was relatively low. The predictive power of the in vitro assays was not significantly different from that of the chemical descriptors and aggregating the assays based on genes reduced predictive performance. Prefiltering the in vitro assay data outside the cross-validation loop, as done in some previous studies, significantly biased estimates of model performance. The results suggest that the current ToxCast phase I assays and chemicals have limited applicability for predicting in vivo chemical hazards using standard statistical classification methods. However, if viewed as a survey of potential molecular initiating events and interpreted as risk factors for toxicity, the assays may still be useful for chemical prioritization."
22692375,10.1177/0192623312450632,0,0,0,2013,Regulatory forum opinion piece: Tox21 and toxicologic pathology.,22692375,"Regulatory forum opinion piece: Tox21 and toxicologic pathology.   Abstract:  Tox21 is a transformative effort on the part of several U.S. Federal agencies (the National Toxicology Program/National Institute of Environmental Health Sciences [NTP], the National Institutes of Health (NIH) Chemical Genomics Center/National Human Genome Research Institute [NCGC; now called the NIH Center for Translational Therapeutics, National Center for Advancing Translational Sciences] the Environmental Protection Agency's (EPA) National Center for Computational Toxicology, and recently the Food and Drug Administration) that are partnering to fundamentally change the science of safety toxicology. These agencies bring a comprehensive suite of capabilities and are working diligently together to develop, evaluate, and ultimately implement a new safety assessment paradigm. Toxicologic pathology has an important ongoing role in establishing the validity of this transformation, and may ultimately benefit as a discipline through an enhanced understanding of chemically induced disease mechanisms."
23024176,10.1093/toxsci/kfs285,5,0,0,2013,In vitro perturbations of targets in cancer hallmark processes predict rodent chemical carcinogenesis.,23024176,"In vitro perturbations of targets in cancer hallmark processes predict rodent chemical carcinogenesis.   Abstract:  Thousands of untested chemicals in the environment require efficient characterization of carcinogenic potential in humans. A proposed solution is rapid testing of chemicals using in vitro high-throughput screening (HTS) assays for targets in pathways linked to disease processes to build models for priority setting and further testing. We describe a model for predicting rodent carcinogenicity based on HTS data from 292 chemicals tested in 672 assays mapping to 455 genes. All data come from the EPA ToxCast project. The model was trained on a subset of 232 chemicals with in vivo rodent carcinogenicity data in the Toxicity Reference Database (ToxRefDB). Individual HTS assays strongly associated with rodent cancers in ToxRefDB were linked to genes, pathways, and hallmark processes documented to be involved in tumor biology and cancer progression. Rodent liver cancer endpoints were linked to well-documented pathways such as peroxisome proliferator-activated receptor signaling and TP53 and novel targets such as PDE5A and PLAUR. Cancer hallmark genes associated with rodent thyroid tumors were found to be linked to human thyroid tumors and autoimmune thyroid disease. A model was developed in which these genes/pathways function as hypothetical enhancers or promoters of rat thyroid tumors, acting secondary to the key initiating event of thyroid hormone disruption. A simple scoring function was generated to identify chemicals with significant in vitro evidence that was predictive of in vivo carcinogenicity in different rat tissues and organs. This scoring function was applied to an external test set of 33 compounds with carcinogenicity classifications from the EPA's Office of Pesticide Programs and successfully (p = 0.024) differentiated between chemicals classified as &quot;possible&quot;/&quot;probable&quot;/&quot;likely&quot; carcinogens and those designated as &quot;not likely&quot; or with &quot;evidence of noncarcinogenicity.&quot; This model represents a chemical carcinogenicity prioritization tool supporting targeted testing and functional validation of cancer pathways."
23052129,10.1289/ehp.1205065,3,4,0,2013,Using in vitro high throughput screening assays to identify potential endocrine-disrupting chemicals.,23052129,"Using in vitro high throughput screening assays to identify potential endocrine-disrupting chemicals.   Abstract:  BACKGROUND: Over the past 20 years, an increased focus on detecting environmental chemicals that pose a risk of adverse effects due to endocrine disruption has driven the creation of the U.S. Environmental Protection Agency (EPA) Endocrine Disruptor Screening Program (EDSP). Thousands of chemicals are subject to the EDSP; thus, processing these chemicals using current test batteries could require millions of dollars and decades. A need for increased throughput and efficiency motivated the development of methods using in vitro high throughput screening (HTS) assays to prioritize chemicals for EDSP Tier 1 screening (T1S). OBJECTIVE: In this study we used U.S. EPA ToxCast HTS assays for estrogen, androgen, steroidogenic, and thyroid-disrupting mechanisms to classify compounds and compare ToxCast results to in vitro and in vivo data from EDSP T1S assays. METHODS: We implemented an iterative model that optimized the ability of endocrine-related HTS assays to predict components of EDSP T1S and related results. Balanced accuracy was used as a measure of model performance. RESULTS: ToxCast estrogen receptor and androgen receptor assays predicted the results of relevant EDSP T1S assays with balanced accuracies of 0.91 (p &lt; 0.001) and 0.92 (p &lt; 0.001), respectively. Uterotrophic and Hershberger assay results were predicted with balanced accuracies of 0.89 (p &lt; 0.001) and 1 (p &lt; 0.001), respectively. Models for steroidogenic and thyroid-related effects could not be developed with the currently published ToxCast data. CONCLUSIONS: Overall, results suggest that current ToxCast assays can accurately identify chemicals with potential to interact with the estrogenic and androgenic pathways, and could help prioritize chemicals for EDSP T1S assays."
23086663,10.1289/ehp.1205383,0,0,0,2012,Triflumizole is an obesogen in mice that acts through peroxisome proliferator activated receptor gamma (PPAR_).,23086663,"Triflumizole is an obesogen in mice that acts through peroxisome proliferator activated receptor gamma (PPAR_).   Abstract:  BACKGROUND: Triflumizole (TFZ) is an imidazole fungicide used on many food and ornamental crops. TFZ is not thought to be particularly toxic or carcinogenic, but little is known about its effect on development. TFZ is identified as a peroxisome proliferator activated receptor gamma (PPAR_) activator in ToxCast. Because PPAR_ is a master regulator of adipogenesis, we hypothesized that TFZ would activate PPAR_, thereby inducing adipogenesis and weight gain in vivo. OBJECTIVE: We sought to test the ability of TFZ to activate PPAR_ and promote adipogenesis in vitro and in vivo. METHODS: We used transient transfection to test the ability of TFZ to activate PPAR_, and we used 3T3-L1 preadipocytes and human multipotent mesenchymal stromal stem cells (MSCs) to study the adipogenic capacity of TFZ in culture. We treated pregnant mice with three doses of TFZ and evaluated the effects on body weight, adipose depot weight, and MSC programming in the prenatally exposed offspring. CONCLUSIONS: TFZ induced adipogenesis in MSCs and in mouse 3T3-L1 preadipocytes. Prenatal exposure to levels of TFZ at approximately 400-fold below the reported no observed adverse effect level increased adipose depot weight. All doses of TFZ tested increased adipogenic gene expression in MSCs while inhibiting expression of osteogenic genes. CONCLUSIONS: TFZ acts through a PPAR_-dependent mechanism to induce adipogenic differentiation in MSCs and preadipocytes at low nanomolar concentrations. Prenatal TFZ exposure increases adipose depot weight and diverts MSC fate toward the adipocyte lineage; therefore, we conclude that TFZ is an obesogen in vivo."
23138916,10.1007/978-1-62703-131-8_26,4,0,0,2013,Predictive models and computational toxicology.,23138916,"Predictive models and computational toxicology.   Abstract:  Understanding the potential health risks posed by environmental chemicals is a significant challenge elevated by the large number of diverse chemicals with generally uncharacterized exposures, mechanisms, and toxicities. The ToxCast computational toxicology research program was launched by EPA in 2007 and is part of the federal Tox21 consortium to develop a cost-effective approach for efficiently prioritizing the toxicity testing of thousands of chemicals and the application of this information to assessing human toxicology. ToxCast addresses this problem through an integrated workflow using high-throughput screening (HTS) of chemical libraries across more than 650 in vitro assays including biochemical assays, human cells and cell lines, and alternative models such as mouse embryonic stem cells and zebrafish embryo development. The initial phase of ToxCast profiled a library of 309 environmental chemicals, mostly pesticidal actives having rich in vivo data from guideline studies that include chronic/cancer bioassays in mice and rats, multigenerational reproductive studies in rats, and prenatal developmental toxicity endpoints in rats and rabbits. The first phase of ToxCast was used to build models that aim to determine how well in vivo animal effects can be predicted solely from the in vitro data. Phase I is now complete and both the in vitro data (ToxCast) and anchoring in vivo database (ToxRefDB) have been made available to the public (http://actor.epa.gov/). As Phase II of ToxCast is now underway, the purpose of this chapter is to review progress to date with ToxCast predictive modeling, using specific examples on developmental and reproductive effects in rats and rabbits with lessons learned during Phase I."
23358191,10.1093/toxsci/kft012,0,0,0,2013,Relative impact of incorporating pharmacokinetics on predicting in vivo hazard and mode of action from high-throughput in vitro toxicity assays.,23358191,"Relative impact of incorporating pharmacokinetics on predicting in vivo hazard and mode of action from high-throughput in vitro toxicity assays.   Abstract:  The use of high-throughput in vitro assays has been proposed to play a significant role in the future of toxicity testing. In this study, rat hepatic metabolic clearance and plasma protein binding were measured for 59 ToxCast phase I chemicals. Computational in vitro-to-in vivo extrapolation was used to estimate the daily dose in a rat, called the oral equivalent dose, which would result in steady-state in vivo blood concentrations equivalent to the AC 50 or lowest effective concentration (LEC) across more than 600 ToxCast phase I in vitro assays. Statistical classification analysis was performed using either oral equivalent doses or unadjusted AC 50 /LEC values for the in vitro assays to predict the in vivo effects of the 59 chemicals. Adjusting the in vitro assays for pharmacokinetics did not improve the ability to predict in vivo effects as either a discrete (yes or no) response or a low effect level (LEL) on a continuous dose scale. Interestingly, a comparison of the in vitro assay with the lowest oral equivalent dose with the in vivo endpoint with the lowest LEL suggested that the lowest oral equivalent dose may provide a conservative estimate of the point of departure for a chemical in a dose-response assessment. Furthermore, comparing the oral equivalent doses for the in vitro assays with the in vivo dose range that resulted in adverse effects identified more coincident in vitro assays across chemicals than expected by chance, suggesting that the approach may also be used to identify potential molecular initiating events leading to adversity."
23459712,10.1002/minf.201200065,7,0,0,2012,Prediction of Cytochrome P450 Profiles of Environmental Chemicals with QSAR Models Built from Drug-like Molecules.,23459712,"Prediction of Cytochrome P450 Profiles of Environmental Chemicals with QSAR Models Built from Drug-like Molecules.   Abstract:  The human cytochrome P450 (CYP) enzyme family is involved in the biotransformation of many xenobiotics. As part of the U.S. Tox21 Phase I effort, we profiled the CYP activity of approximately three thousand compounds, primarily those of environmental concern, against human CYP1A2, CYP2C19, CYP2C9, CYP2D6, and CYP3A4 isoforms in a quantitative high throughput screening (qHTS) format. In order to evaluate the extent to which computational models built from a drug-like library screened in these five CYP assays under the same conditions can accurately predict the outcome of an environmental compound library, five support vector machines (SVM) models built from over 17,000 drug-like compounds were challenged to predict the CYP activities of the Tox21 compound collection. Although a large fraction of the test compounds fall outside of the applicability domain (AD) of the models, as measured by k-nearest neighbor (k-NN) similarities, the predictions were largely accurate for CYP1A2, CYP2C9, and CYP3A4 ioszymes with area under the receiver operator characteristic curves (AUC-ROC) ranging between 0.82 and 0.84. The lower predictive power of the CYP2C19 model (AUC-ROC = 0.76) is caused by experimental errors and that of the CYP2D6 model (AUC-ROC = 0.76) can be rescued by rebalancing the training data. Our results demonstrate that decomposing molecules into atom types enhanced the coverage of the AD and that computational models built from drug-like molecules can be used to predict the ability of non-drug like compounds to interact with these CYPs."
23562765,10.1016/j.cbi.2013.03.013,0,1,0,2013,Bisphenol A affects androgen receptor function via multiple mechanisms.,23562765,"Bisphenol A affects androgen receptor function via multiple mechanisms.   Abstract:  Bisphenol A (BPA), is a well-known endocrine disruptor compound (EDC) that affects the normal development and function of the female and male reproductive system, however the mechanisms of action remain unclear. To investigate the molecular mechanisms of how BPA may affect ten different nuclear receptors, stable cell lines containing individual nuclear receptor ligand binding domain (LBD)-linked to the _-Gal reporter were examined by a quantitative high throughput screening (qHTS) format in the Tox21 Screening Program of the NIH. The results showed that two receptors, estrogen receptor alpha (ER_) and androgen receptor (AR), are affected by BPA in opposite direction. To confirm the observed effects of BPA on ER_ and AR, we performed transient transfection experiments with full-length receptors and their corresponding response elements linked to luciferase reporters. We also included in this study two BPA analogs, bisphenol AF (BPAF) and bisphenol S (BPS). As seen in African green monkey kidney CV1 cells, the present study confirmed that BPA and BPAF act as ER_ agonists (half maximal effective concentration EC50 of 10-100 nM) and as AR antagonists (half maximal inhibitory concentration IC50 of 1-2 _M). Both BPA and BPAF antagonized AR function via competitive inhibition of the action of synthetic androgen R1881. BPS with lower estrogenic activity (EC50 of 2.2 _M), did not compete with R1881 for AR binding, when tested at 30 _M. Finally, the effects of BPA were also evaluated in a nuclear translocation assays using EGPF-tagged receptors. Similar to 17_-estradiol (E2) which was used as control, BPA was able to enhance ER_ nuclear foci formation but at a 100-fold higher concentration. Although BPA was able to bind AR, the nuclear translocation was reduced. Furthermore, BPA was unable to induce functional foci in the nuclei and is consistent with the transient transfection study that BPA is unable to activate AR."
